SubjectId	OriginGMT	DestinationGMT	Direction	q02_TripPurpose	q03_WhoPays	q11_DepartureOrArrivalIsImportant	q12_IdealDepTime	q13_IdealArrTime	q14_PartySize	q15_Age	q16_Income	Cont_Income	q17_Gender	q19_Occupation	q20_Education	AirlineFirstFlight_1	AirlineFirstFlight_2	AirlineFirstFlight_3	AirlineSecondFlight_1	AirlineSecondFlight_2	AirlineSecondFlight_3	AirplaneFirstFlight_1	AirplaneFirstFlight_2	AirplaneFirstFlight_3	AirplaneSecondFlight_1	AirplaneSecondFlight_2	AirplaneSecondFlight_3	DepartureTimeHours_1	DepartureTimeHours_2	DepartureTimeHours_3	DepartureTimeMins_1	DepartureTimeMins_2	DepartureTimeMins_3	ArrivalTimeHours_1	ArrivalTimeHours_2	ArrivalTimeHours_3	ArrivalTimeMins_1	ArrivalTimeMins_2	ArrivalTimeMins_3	FlyingTimeHours_1	FlyingTimeHours_2	FlyingTimeHours_3	TripTimeHours_1	TripTimeHours_2	TripTimeHours_3	Legroom_1	Legroom_2	Legroom_3	Fare_1	Fare_2	Fare_3	BestAlternative_1	BestAlternative_2	BestAlternative_3	TripPurpose
324	300	480	0	2	1	1	570	-1	2	6	99	-1	2	99	2	11	5	5	-1	-1	6	1	6	5	-1	5	5	13.5	18	16.5	810	1080	990	14.8	20.8	18.8	888	1248	1128	4.3	4.8	4.8	4.3	5.8	5.3	2	3	4	340	415	435	1	0	0	2
325	300	360	0	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	3	7	-1	-1	2	4	6	1	-1	1	2	12	16.5	7.5	720	990	450	14.1833	19.6833	11.6833	851	1181	701	3.18333	3.68333	3.68333	3.18333	4.18333	5.18333	2	2	3	805	875	695	0	0	1	2
326	480	480	1	2	2	1	600	-1	2	3.5	11	137.5	2	1	3	4	6	11	-1	-1	9	6	4	5	-1	3	1	12	10.5	16.5	720	630	990	12.9667	13.9667	18.9667	778	838	1138	0.966667	1.46667	1.46667	0.966667	3.46667	2.46667	2	1	4	135	145	135	1	0	0	2
327	480	300	2	2	1	1	540	-1	2	6	11	137.5	1	1	6	6	5	1	-1	-1	7	6	2	8	-1	7	7	6	11	9	360	660	540	14.5333	21.0333	18.5333	872	1262	1112	5.53333	6.03333	6.03333	5.53333	7.03333	6.53333	4	4	1	640	670	730	0	1	0	2
328	480	360	2	3	2	1	780	-1	2	2	1	10	2	2	6	4	1	4	-1	-1	7	4	2	1	-1	2	6	8	10	11	480	600	660	13.9333	18.4333	17.9333	836	1106	1076	3.93333	4.43333	4.43333	3.93333	6.43333	4.93333	1	4	4	520	605	630	1	0	0	3
329	480	300	2	1	2	1	495	-1	1	5	10	112.5	1	1	6	1	2	7	-1	-1	11	3	3	7	-1	8	7	7	9	9	420	540	540	15.3333	19.8333	19.8333	920	1190	1190	5.33333	5.83333	5.83333	5.33333	7.83333	7.83333	1	4	1	370	415	415	0	1	0	1
330	300	300	1	1	2	1	720	-1	1	5	11	137.5	1	1	6	2	4	6	-1	-1	2	7	1	5	-1	2	7	12	9	9	720	540	540	13.95	12.45	13.45	837	747	807	1.95	2.45	2.45	1.95	3.45	4.45	1	1	3	580	750	685	1	0	0	1
331	300	300	1	2	1	2	-1	420	2	5	9	92.5	2	1	6	2	5	7	-1	-1	4	4	7	5	-1	8	6	15	10.5	13.5	900	630	810	17.5167	14.5167	18.0167	1051	871	1081	2.51667	3.01667	3.01667	2.51667	4.01667	4.51667	3	1	4	175	170	170	1	0	0	2
332	300	480	0	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	5	-1	-1	2	8	4	7	-1	8	3	15	16.5	9	900	990	540	17.1333	20.6333	13.1333	1028	1238	788	5.13333	5.63333	5.63333	5.13333	7.13333	7.13333	3	2	2	545	475	405	1	0	0	1
333	480	300	2	4	1	2	-1	420	1	3	4	40	1	2	6	2	3	2	-1	-1	5	4	1	6	-1	7	1	7	9	9	420	540	540	15.3	19.3	18.8	918	1158	1128	5.3	5.8	5.8	5.3	7.3	6.8	3	2	3	700	850	810	1	0	0	4
334	480	300	2	2	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	9	7	-1	-1	5	6	3	3	-1	3	8	11	9	7	660	540	420	19.3	18.8	16.8	1158	1128	1008	5.3	5.8	5.8	5.3	6.8	6.8	4	3	3	375	530	400	1	0	0	2
335	360	360	1	1	2	2	-1	720	1	6	10	112.5	1	2	7	10	6	3	-1	-1	6	3	8	5	-1	5	4	9	12	13.5	540	720	810	11.4833	16.4833	17.9833	689	989	1079	2.48333	2.98333	2.98333	2.48333	4.48333	4.48333	3	2	2	275	290	290	1	0	0	1
336	300	300	1	2	1	1	795	-1	1	3.5	2	20	2	2	7	2	2	1	-1	-1	6	6	6	7	-1	4	6	12	10.5	15	720	630	900	13.8167	14.3167	17.8167	829	859	1069	1.81667	2.31667	2.31667	1.81667	3.81667	2.81667	4	3	3	165	175	160	1	0	0	2
337	480	300	2	2	1	2	-1	780	2	3.5	9	92.5	1	2	6	4	1	2	-1	-1	7	5	3	5	-1	1	4	11	7	8	660	420	480	19.3	17.8	17.3	1158	1068	1038	5.3	5.8	5.8	5.3	7.8	6.3	4	1	3	665	850	700	0	0	1	2
338	480	480	1	2	1	1	1260	-1	1	3.5	9	92.5	1	1	7	7	5	2	-1	-1	1	2	3	8	-1	2	2	9	9	15	540	540	900	10.3667	11.8667	18.3667	622	712	1102	1.36667	1.86667	1.86667	1.36667	2.86667	3.36667	1	2	1	205	225	205	1	0	0	2
339	300	300	1	1	2	1	360	-1	2	5	8	80	1	4	6	2	7	2	-1	-1	1	6	1	6	-1	5	5	18	15	7.5	1080	900	450	19.8167	18.3167	11.3167	1189	1099	679	1.81667	2.31667	2.31667	1.81667	3.31667	3.81667	4	3	2	295	295	330	1	0	0	1
340	480	300	2	2	1	1	450	-1	5	5	99	-1	1	99	99	1	10	7	-1	-1	1	5	8	8	-1	4	2	10	8	12	600	480	720	18.3333	18.3333	22.8333	1100	1100	1370	5.33333	5.83333	5.83333	5.33333	7.33333	7.83333	1	2	1	400	300	350	1	0	0	2
341	480	480	1	2	2	1	480	-1	3	3.5	10	112.5	1	2	9	3	4	5	-1	-1	1	5	3	6	-1	6	6	10.5	10.5	9	630	630	540	11.75	13.75	11.75	705	825	705	1.25	1.75	1.75	1.25	3.25	2.75	1	1	2	120	125	135	1	0	0	2
342	480	300	2	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	7	-1	-1	6	8	7	8	-1	3	3	7	8	13	420	480	780	15.3333	18.8333	22.3333	920	1130	1340	5.33333	5.83333	5.83333	5.33333	7.83333	6.33333	2	2	2	535	585	535	1	0	0	3
343	360	480	0	2	1	1	1020	-1	5	3.5	6	60	1	2	6	3	9	9	-1	-1	7	1	7	4	-1	4	2	12	7.5	13.5	720	450	810	13.3333	9.83333	16.8333	800	590	1010	3.33333	3.83333	3.83333	3.33333	4.33333	5.33333	4	1	2	225	275	290	1	0	0	2
344	480	300	2	1	2	2	-1	1020	1	3.5	9	92.5	1	2	8	5	5	6	-1	-1	10	2	5	6	-1	3	2	7	11	12	420	660	720	14.9833	20.9833	21.9833	899	1259	1319	4.98333	5.48333	5.48333	4.98333	6.98333	6.98333	2	3	1	640	610	580	1	0	0	1
345	480	300	2	4	1	0	-1	-1	1	3.5	7	70	1	1	7	6	7	6	-1	-1	1	5	4	3	-1	1	3	9	6	10	540	360	600	17.5333	16.0333	19.5333	1052	962	1172	5.53333	6.03333	6.03333	5.53333	7.03333	6.53333	2	3	4	960	825	825	0	0	1	4
346	360	360	1	1	2	2	-1	540	1	5	99	-1	1	2	9	4	4	9	-1	-1	7	2	6	3	-1	5	3	10.5	12	12	630	720	720	12.9833	16.4833	15.9833	779	989	959	2.48333	2.98333	2.98333	2.48333	4.48333	3.98333	2	3	4	525	480	505	1	0	0	1
347	300	480	0	4	1	1	480	-1	1	5	10	112.5	1	1	3	7	7	3	-1	-1	7	3	5	3	-1	6	1	18	13.5	16.5	1080	810	990	19.6833	16.6833	20.1833	1181	1001	1211	4.68333	5.18333	5.18333	4.68333	6.18333	6.68333	3	1	4	245	330	330	1	0	0	4
348	360	480	0	2	1	1	570	-1	4	3.5	6	60	1	2	8	6	3	6	-1	-1	5	3	6	5	-1	7	1	10.5	9	15	630	540	900	12.7333	12.2333	18.2333	764	734	1094	4.23333	4.73333	4.73333	4.23333	5.23333	5.23333	2	1	4	365	350	365	1	0	0	2
349	480	300	2	2	1	1	1365	-1	4	3	9	92.5	1	2	9	5	8	4	-1	-1	1	4	6	4	-1	3	7	13	10	12	780	600	720	21.0833	19.0833	21.0833	1265	1145	1265	5.08333	5.58333	5.58333	5.08333	6.08333	6.08333	1	3	2	625	595	595	1	0	0	2
350	480	300	2	3	3	2	-1	900	1	3.5	9	92.5	2	1	8	7	6	1	-1	-1	6	2	5	2	-1	1	7	6	13	6	360	780	360	14.2	23.2	15.2	852	1392	912	5.2	5.7	5.7	5.2	7.2	6.2	1	2	4	515	415	465	1	0	0	3
351	480	300	2	2	1	2	-1	720	1	3.5	9	92.5	2	1	7	1	5	10	-1	-1	3	2	3	1	-1	5	1	9	7	7	540	420	420	16.2167	15.2167	15.7167	973	913	943	4.21667	4.71667	4.71667	4.21667	5.21667	5.71667	3	3	1	375	355	475	0	1	0	2
352	480	300	2	2	1	1	1260	-1	1	3.5	5	50	2	5	3	7	7	7	-1	-1	4	6	6	1	-1	3	4	6	7	9	360	420	540	14.3333	17.8333	18.8333	860	1070	1130	5.33333	5.83333	5.83333	5.33333	7.83333	6.83333	1	3	2	870	800	800	0	0	1	2
353	480	300	2	2	1	2	-1	1020	1	3.5	4	40	1	2	7	7	3	3	-1	-1	8	8	5	3	-1	4	5	7	8	7	420	480	420	14.6333	17.6333	16.1333	878	1058	968	4.63333	5.13333	5.13333	4.63333	6.63333	6.13333	4	4	1	475	495	450	0	0	1	2
354	480	480	1	4	1	1	1080	-1	1	3.5	5	50	2	4	6	4	3	3	-1	-1	1	1	7	8	-1	3	3	7.5	12	16.5	450	720	990	8.86667	14.8667	20.3667	532	892	1222	1.36667	1.86667	1.86667	1.36667	2.86667	3.86667	1	1	3	270	270	255	0	1	0	4
355	480	300	2	2	1	2	-1	960	2	3.5	8	80	1	1	8	6	4	4	-1	-1	11	5	5	8	-1	5	6	8	13	13	480	780	780	16.3333	22.8333	22.8333	980	1370	1370	5.33333	5.83333	5.83333	5.33333	6.83333	6.83333	2	4	2	620	725	870	1	0	0	2
356	300	300	1	4	2	1	480	-1	1	5	6	60	1	1	1	7	5	4	-1	-1	6	8	2	2	-1	1	3	15	12	18	900	720	1080	16.8167	15.3167	21.8167	1009	919	1309	1.81667	2.31667	2.31667	1.81667	3.31667	3.81667	4	3	2	330	365	380	1	0	0	4
357	480	300	2	2	1	1	690	-1	2	5	99	-1	2	1	6	8	5	5	-1	-1	6	6	4	3	-1	1	3	13	7	6	780	420	360	21.5333	18.0333	17.0333	1292	1082	1022	5.53333	6.03333	6.03333	5.53333	8.03333	8.03333	1	4	1	460	390	460	1	0	0	2
358	360	300	2	2	1	0	-1	-1	2	99	99	-1	1	99	99	4	1	2	-1	-1	7	5	3	5	-1	1	4	12	8	9	720	480	540	16.5667	15.0667	14.5667	994	904	874	3.56667	4.06667	4.06667	3.56667	6.06667	4.56667	4	1	3	405	515	430	1	0	0	2
359	360	480	0	1	2	1	900	-1	1	3.5	10	112.5	1	2	6	1	7	5	-1	-1	2	7	7	2	-1	7	8	10.5	12	13.5	630	720	810	13	16.5	18	780	990	1080	4.5	5	5	4.5	6.5	6.5	2	3	1	415	295	415	1	0	0	1
360	480	300	2	1	2	2	-1	1080	5	3.5	3	30	2	5	7	5	4	7	-1	-1	4	3	2	6	-1	1	5	12	13	8	720	780	480	19.3833	22.3833	17.8833	1163	1343	1073	4.38333	4.88333	4.88333	4.38333	6.38333	6.88333	4	3	2	625	625	545	0	0	1	1
361	480	360	2	2	1	1	1095	-1	2	3.5	14	350	2	1	7	2	7	2	-1	-1	1	6	1	6	-1	5	5	14	12	7	840	720	420	19.9333	19.4333	14.9333	1196	1166	896	3.93333	4.43333	4.43333	3.93333	5.43333	5.93333	4	3	2	465	465	520	1	0	0	2
362	480	300	2	2	3	1	1200	-1	1	2	3	30	2	2	3	6	8	3	-1	-1	6	3	1	1	-1	6	3	12	13	6	720	780	360	20.6	24.1	16.6	1236	1446	996	5.6	6.1	6.1	5.6	8.1	7.6	2	1	1	685	655	625	0	0	1	2
363	300	480	0	2	1	2	-1	0	1	2	5	50	2	4	3	7	7	3	-1	-1	7	7	7	5	-1	8	6	13.5	12	7.5	810	720	450	16.3833	17.3833	11.8833	983	1043	713	5.88333	6.38333	6.38333	5.88333	8.38333	7.38333	4	2	1	760	875	685	0	0	1	2
364	300	480	0	2	1	1	540	-1	1	3.5	3	30	2	2	6	3	6	5	-1	-1	1	3	8	2	-1	2	5	10	10	7	600	600	420	13.1667	15.6667	11.6667	790	940	700	6.16667	6.66667	6.66667	6.16667	8.66667	7.66667	1	3	2	625	595	715	0	1	0	2
365	420	420	1	1	1	2	-1	1050	-1	-1	-1	-1	-1	-1	-1	6	8	3	-1	-1	6	3	1	1	-1	6	3	16.5	18	7.5	990	1080	450	17.8667	21.8667	10.8667	1072	1312	652	1.36667	1.86667	1.86667	1.36667	3.86667	3.36667	2	1	1	400	385	365	0	0	1	1
366	480	300	2	4	1	1	1320	-1	1	2	1	10	1	99	6	1	4	4	-1	-1	1	6	7	3	-1	8	1	12	12	11	720	720	660	20.2167	22.2167	21.7167	1213	1333	1303	5.21667	5.71667	5.71667	5.21667	7.21667	7.71667	3	1	4	420	385	385	1	0	0	4
367	300	480	0	1	1	1	660	-1	1	3.5	10	112.5	1	1	8	1	10	7	-1	-1	1	5	8	8	-1	4	2	13.5	10.5	16.5	810	630	990	15.95	14.95	21.45	957	897	1287	5.45	5.95	5.95	5.45	7.45	7.95	1	2	1	485	365	425	1	0	0	1
368	300	480	0	2	1	1	1080	-1	3	2	99	-1	99	99	99	5	3	8	-1	-1	6	4	1	3	-1	8	2	12	12	10.5	720	720	630	14.35	16.85	14.85	861	1011	891	5.35	5.85	5.85	5.35	7.85	7.35	1	3	3	390	370	455	1	0	0	2
369	480	300	2	2	1	1	570	-1	1	3.5	5	50	2	2	9	3	1	7	-1	-1	6	5	5	7	-1	7	5	12	11	10	720	660	600	19.3167	19.8167	19.8167	1159	1189	1189	4.31667	4.81667	4.81667	4.31667	5.81667	6.81667	1	1	3	770	800	735	1	0	0	2
370	300	480	0	1	2	0	-1	-1	1	5	12	162.5	1	2	6	4	1	4	-1	-1	1	2	1	4	-1	4	1	16.5	13.5	18	990	810	1080	19.3	17.8	23.3	1158	1068	1398	5.8	6.3	6.3	5.8	7.3	8.3	2	3	1	245	175	205	0	1	0	1
371	300	480	0	2	1	2	-1	480	1	2	6	60	2	4	5	3	3	4	-1	-1	6	6	3	5	-1	1	4	13.5	7.5	12	810	450	720	16.3	11.8	17.3	978	708	1038	5.8	6.3	6.3	5.8	7.3	8.3	3	2	2	525	460	480	0	1	0	2
372	300	480	0	4	1	2	-1	1110	1	3.5	6	60	2	8	3	6	4	2	-1	-1	3	4	4	2	-1	4	4	18	13.5	15	1080	810	900	19.6833	16.6833	18.1833	1181	1001	1091	4.68333	5.18333	5.18333	4.68333	6.18333	6.18333	3	1	1	575	575	575	1	0	0	4
373	480	300	2	2	1	1	360	-1	1	3.5	8	80	2	1	7	4	5	2	-1	-1	8	7	3	5	-1	3	2	8	12	10	480	720	600	15.2667	20.2667	19.7667	916	1216	1186	4.26667	4.76667	4.76667	4.26667	5.26667	6.76667	3	4	2	710	575	745	0	1	0	2
374	300	480	0	2	1	2	-1	-1	1	3.5	3	30	2	2	7	3	8	8	-1	-1	7	6	5	1	-1	2	8	15	16.5	18	900	990	1080	17.8	21.3	22.3	1068	1278	1338	5.8	6.3	6.3	5.8	7.8	7.3	3	2	3	570	485	570	1	0	0	2
375	480	300	2	2	1	1	540	-1	1	6	12	162.5	99	2	9	1	3	5	-1	-1	4	8	5	6	-1	1	4	9	8	11	540	480	660	16.5333	18.0333	20.5333	992	1082	1232	4.53333	5.03333	5.03333	4.53333	7.03333	6.53333	2	1	1	455	640	615	1	0	0	2
376	480	300	2	4	1	1	1380	-1	1	3.5	5	50	2	2	6	8	3	1	-1	-1	10	6	3	2	-1	4	5	8	6	8	480	360	480	16.2167	15.2167	17.2167	973	913	1033	5.21667	5.71667	5.71667	5.21667	6.21667	6.21667	1	3	2	640	520	640	0	1	0	4
377	300	480	0	1	2	2	-1	1260	1	5	99	-1	1	2	9	7	5	4	-1	-1	6	5	1	6	-1	5	5	10	11	11	600	660	660	13.1667	16.6667	15.6667	790	1000	940	6.16667	6.66667	6.66667	6.16667	8.66667	7.66667	3	4	3	435	325	380	0	1	0	1
378	480	480	1	2	1	1	720	-1	1	3.5	10	112.5	2	2	6	2	1	3	-1	-1	8	3	4	4	-1	5	8	13.5	9	18	810	540	1080	14.75	11.25	21.25	885	675	1275	1.25	1.75	1.75	1.25	2.25	3.25	2	2	3	280	235	255	1	0	0	2
379	300	480	0	1	1	2	-1	1080	1	3.5	3	30	2	2	3	3	5	3	-1	-1	5	1	6	2	-1	2	4	9	14	14	540	840	840	12.1667	18.1667	19.6667	730	1090	1180	6.16667	6.66667	6.66667	6.16667	7.16667	8.66667	4	2	4	345	435	360	1	0	0	1
380	300	480	0	2	1	2	-1	660	2	3.5	4	40	2	5	7	6	4	4	-1	-1	10	8	7	7	-1	1	1	7	8	11	420	480	660	10.1667	13.6667	16.1667	610	820	970	6.16667	6.66667	6.66667	6.16667	8.66667	8.16667	1	3	3	530	455	435	0	0	1	2
381	300	480	0	4	1	1	1080	-1	1	3.5	8	80	2	5	6	4	2	5	-1	-1	6	8	1	8	-1	1	8	10.5	7.5	10.5	630	450	630	12.85	11.35	14.85	771	681	891	5.35	5.85	5.85	5.35	6.85	7.35	3	1	4	390	360	310	0	0	1	4
382	300	480	0	2	1	2	-1	870	2	5	9	92.5	2	1	3	4	2	5	-1	-1	7	5	2	7	-1	5	2	7.5	16.5	15	450	990	900	8.8	20.3	17.8	528	1218	1068	4.3	4.8	4.8	4.3	6.8	5.8	4	2	1	360	320	320	1	0	0	2
383	480	480	1	2	1	1	1140	-1	2	2	14	350	1	2	7	6	5	1	-1	-1	7	1	1	7	-1	3	4	10.5	10.5	9	630	630	540	11.4667	13.9667	12.4667	688	838	748	0.966667	1.46667	1.46667	0.966667	3.46667	3.46667	3	3	4	200	150	160	0	0	1	2
384	480	300	2	2	1	1	660	-1	99	5	11	137.5	2	2	7	6	1	9	-1	-1	2	8	8	6	-1	2	3	7	13	7	420	780	420	14.1667	21.1667	15.1667	850	1270	910	4.16667	4.66667	4.66667	4.16667	5.16667	5.16667	1	3	2	585	535	465	0	1	0	2
385	300	480	0	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	2	7	-1	-1	1	2	8	5	-1	5	4	7	9	7	420	540	420	10.1667	13.1667	11.6667	610	790	700	6.16667	6.66667	6.66667	6.16667	7.16667	7.66667	4	1	3	720	510	600	1	0	0	2
386	480	300	2	3	1	2	-1	930	1	5	5	50	2	5	3	3	9	1	-1	-1	4	3	6	3	-1	5	3	12	8	8	720	480	480	19.6333	16.6333	17.6333	1178	998	1058	4.63333	5.13333	5.13333	4.63333	5.63333	6.63333	1	4	1	340	410	340	1	0	0	3
387	360	360	1	2	1	1	1080	-1	4	5	10	112.5	2	2	7	5	5	6	-1	-1	11	4	7	2	-1	7	8	16.5	10.5	7.5	990	630	450	18.9833	13.9833	11.4833	1139	839	689	2.48333	2.98333	2.98333	2.48333	3.48333	3.98333	1	4	4	410	430	550	1	0	0	2
388	480	480	1	4	1	1	630	-1	1	3.5	7	70	2	2	9	5	4	7	-1	-1	3	7	1	2	-1	5	3	9	9	15	540	540	900	9.96667	10.9667	16.9667	598	658	1018	0.966667	1.46667	1.46667	0.966667	1.96667	1.96667	3	4	3	110	125	120	1	0	0	4
389	480	480	1	1	2	2	-1	1170	1	3.5	8	80	1	4	6	4	1	2	-1	-1	7	8	8	3	-1	5	7	12	18	15	720	1080	900	14.5333	22.0333	20.0333	872	1322	1202	2.53333	3.03333	3.03333	2.53333	4.03333	5.03333	3	2	2	235	280	200	1	0	0	1
390	480	300	2	4	1	1	900	-1	2	3.5	11	137.5	2	5	6	2	1	3	-1	-1	9	7	6	1	-1	1	2	13	13	10	780	780	600	21.3	23.3	19.8	1278	1398	1188	5.3	5.8	5.8	5.3	7.3	6.8	1	1	2	420	420	465	1	0	0	4
391	300	360	0	2	1	2	-1	840	4	3.5	8	80	2	2	6	5	2	4	-1	-1	5	1	4	1	-1	5	2	16.5	15	12	990	900	720	17.45	17.45	13.95	1047	1047	837	1.95	2.45	2.45	1.95	3.45	2.95	1	1	2	170	180	155	1	0	0	2
392	300	480	0	1	1	1	990	-1	1	5	99	-1	1	2	6	3	6	6	-1	-1	3	1	1	8	-1	1	8	16.5	9	12	990	540	720	18.6333	13.6333	15.6333	1118	818	938	5.13333	5.63333	5.63333	5.13333	7.63333	6.63333	4	2	1	605	745	745	1	0	0	1
393	360	300	2	2	1	1	420	-1	1	3.5	6	60	1	2	6	5	3	8	-1	-1	6	4	1	3	-1	8	2	10	10	9	600	600	540	14.5667	17.0667	15.5667	874	1024	934	3.56667	4.06667	4.06667	3.56667	6.06667	5.56667	1	3	3	325	305	380	1	0	0	2
394	300	360	0	4	2	1	540	-1	1	6	10	112.5	2	2	6	2	6	6	-1	-1	4	8	2	3	-1	6	2	10.5	7.5	7.5	630	450	450	11.7333	9.73333	11.2333	704	584	674	2.23333	2.73333	2.73333	2.23333	3.23333	4.73333	1	3	3	365	350	275	0	0	1	4
395	300	480	0	1	1	2	-1	720	1	3.5	1	10	1	2	7	6	5	1	-1	-1	7	6	2	8	-1	7	7	7	12	10	420	720	600	10.1667	16.6667	14.1667	610	1000	850	6.16667	6.66667	6.66667	6.16667	7.66667	7.16667	4	4	1	505	530	575	1	0	0	1
396	300	360	0	2	1	1	900	-1	1	3.5	10	112.5	1	1	6	2	2	1	-1	-1	6	1	4	8	-1	2	1	15	15	10.5	900	900	630	17.6833	18.6833	15.6833	1061	1121	941	3.68333	4.18333	4.18333	3.68333	4.68333	6.18333	3	4	2	940	745	940	1	0	0	2
397	480	300	2	2	1	2	-1	1005	2	5	14	350	2	1	6	5	7	11	-1	-1	3	6	1	3	-1	2	4	6	11	10	360	660	600	14.5333	20.5333	20.0333	872	1232	1202	5.53333	6.03333	6.03333	5.53333	6.53333	7.03333	2	2	2	480	525	390	0	0	1	2
398	300	480	0	1	2	1	1110	-1	1	3.5	13	187.5	1	1	6	9	6	3	-1	-1	6	7	3	3	-1	1	7	13	11	14	780	660	840	16.15	15.15	18.65	969	909	1119	6.15	6.65	6.65	6.15	7.15	7.65	4	1	3	730	700	795	1	0	0	1
399	300	480	0	4	1	1	600	-1	1	3.5	11	137.5	2	2	8	5	5	6	-1	-1	11	4	7	2	-1	7	8	13	9	7	780	540	420	16.35	13.35	11.85	981	801	711	6.35	6.85	6.85	6.35	7.35	7.85	1	4	4	785	830	1060	1	0	0	4
400	480	300	2	2	0	1	1320	-1	1	3.5	10	112.5	2	2	7	5	3	1	-1	-1	5	8	3	1	-1	7	5	7	13	13	420	780	780	15.5	23	23	930	1380	1380	5.5	6	6	5.5	7	7	3	1	1	760	730	570	0	0	1	2
401	480	300	2	2	1	1	360	-1	3	5	10	112.5	1	6	2	2	7	2	-1	-1	1	1	2	2	-1	1	3	10	8	12	600	480	720	17.3833	17.8833	20.8833	1043	1073	1253	4.38333	4.88333	4.88333	4.38333	6.88333	5.88333	3	4	3	300	300	235	0	0	1	2
402	480	360	2	2	1	1	540	-1	4	3.5	10	112.5	1	1	6	5	2	2	-1	-1	3	3	5	5	-1	4	3	10	13	7	600	780	420	16.65	21.15	14.65	999	1269	879	4.65	5.15	5.15	4.65	6.15	5.65	4	4	1	480	400	440	1	0	0	2
403	480	300	2	3	1	1	540	-1	1	3.5	4	40	1	2	6	5	3	1	-1	-1	2	5	8	4	-1	3	3	12	7	10	720	420	600	20.2	17.7	20.2	1212	1062	1212	5.2	5.7	5.7	5.2	7.7	7.2	4	2	4	350	440	440	1	0	0	3
404	480	300	2	2	1	1	480	-1	2	3.5	5	50	2	3	7	11	3	1	-1	-1	11	1	8	6	-1	2	3	6	12	11	360	720	660	14.3333	22.3333	21.8333	860	1340	1310	5.33333	5.83333	5.83333	5.33333	7.33333	7.83333	2	4	3	575	710	710	1	0	0	2
405	300	360	0	4	1	1	660	-1	3	5	12	162.5	2	2	6	2	4	6	-1	-1	2	7	1	5	-1	2	7	10	8	8	600	480	480	13.6167	13.1167	14.1167	817	787	847	4.61667	5.11667	5.11667	4.61667	6.11667	7.11667	1	1	3	590	765	695	1	0	0	4
406	300	480	0	1	2	2	-1	420	1	3.5	9	92.5	1	2	7	5	7	11	-1	-1	3	6	1	3	-1	2	4	7.5	15	13.5	450	900	810	10.2167	18.7167	17.7167	613	1123	1063	5.71667	6.21667	6.21667	5.71667	6.71667	7.21667	2	2	2	430	470	350	1	0	0	1
407	480	360	2	1	2	2	-1	1260	99	3.5	12	162.5	1	1	6	2	3	4	-1	-1	3	8	3	8	-1	8	4	10	14	13	600	840	780	15.4833	20.4833	20.4833	929	1229	1229	3.48333	3.98333	3.98333	3.48333	4.48333	5.48333	1	4	1	390	330	465	1	0	0	1
408	300	480	0	2	1	0	-1	-1	1	3.5	11	137.5	1	2	6	7	3	7	-1	-1	2	2	4	4	-1	5	8	15	7.5	16.5	900	450	990	16.9333	11.4333	19.9333	1016	686	1196	4.93333	5.43333	5.43333	4.93333	6.93333	6.43333	1	1	2	270	365	270	0	0	1	2
409	300	480	0	2	1	1	390	-1	1	7	5	50	2	5	5	2	4	5	-1	-1	9	1	3	4	-1	5	6	9	13.5	7.5	540	810	450	11.0167	18.0167	10.5167	661	1081	631	5.01667	5.51667	5.51667	5.01667	7.51667	6.01667	3	3	1	600	625	495	0	0	1	2
410	300	480	0	2	1	2	-1	660	2	2	99	-1	2	99	99	6	3	5	-1	-1	3	6	5	4	-1	8	4	13.5	13.5	13.5	810	810	810	16.2167	18.2167	18.7167	973	1093	1123	5.71667	6.21667	6.21667	5.71667	7.71667	8.21667	4	3	2	775	855	775	1	0	0	2
411	300	360	0	2	1	2	-1	960	5	2	4	40	1	3	6	9	1	6	-1	-1	5	8	7	1	-1	6	7	10	9	13	600	540	780	13.0167	14.0167	18.5167	781	841	1111	4.01667	4.51667	4.51667	4.01667	6.01667	6.51667	4	3	2	520	520	670	1	0	0	2
412	480	300	2	3	1	2	-1	840	1	3.5	1	10	2	2	7	6	6	4	-1	-1	7	7	5	8	-1	7	3	11	6	11	660	360	660	18.3167	15.3167	20.3167	1099	919	1219	4.31667	4.81667	4.81667	4.31667	6.31667	6.31667	1	1	3	635	600	670	0	1	0	3
413	300	300	1	4	2	1	585	-1	3	3.5	4	40	2	2	7	6	2	7	-1	-1	1	4	3	3	-1	1	7	10.5	15	16.5	630	900	990	12.45	18.95	20.45	747	1137	1227	1.95	2.45	2.45	1.95	3.95	3.95	3	2	2	435	500	525	1	0	0	4
414	480	300	2	2	1	2	-1	1110	2	3.5	4	40	1	1	6	4	5	4	-1	-1	2	6	2	1	-1	8	3	13	11	8	780	660	480	20.9833	19.9833	18.4833	1259	1199	1109	4.98333	5.48333	5.48333	4.98333	5.98333	7.48333	2	1	1	820	1155	870	1	0	0	2
