	ID	CAR_AV_0	CAR_AV_1	CAR_AV_2	CAR_AV_3	CAR_AV_4	CAR_AV_5	CAR_AV_6	CAR_AV_7	CAR_AV_8	CAR_CO_0	CAR_CO_1	CAR_CO_2	CAR_CO_3	CAR_CO_4	CAR_CO_5	CAR_CO_6	CAR_CO_7	CAR_CO_8	CAR_TT_0	CAR_TT_1	CAR_TT_2	CAR_TT_3	CAR_TT_4	CAR_TT_5	CAR_TT_6	CAR_TT_7	CAR_TT_8	CHOICE_0	CHOICE_1	CHOICE_2	CHOICE_3	CHOICE_4	CHOICE_5	CHOICE_6	CHOICE_7	CHOICE_8	SM_AV_0	SM_AV_1	SM_AV_2	SM_AV_3	SM_AV_4	SM_AV_5	SM_AV_6	SM_AV_7	SM_AV_8	SM_CO_0	SM_CO_1	SM_CO_2	SM_CO_3	SM_CO_4	SM_CO_5	SM_CO_6	SM_CO_7	SM_CO_8	SM_HE_0	SM_HE_1	SM_HE_2	SM_HE_3	SM_HE_4	SM_HE_5	SM_HE_6	SM_HE_7	SM_HE_8	SM_SEATS_0	SM_SEATS_1	SM_SEATS_2	SM_SEATS_3	SM_SEATS_4	SM_SEATS_5	SM_SEATS_6	SM_SEATS_7	SM_SEATS_8	SM_TT_0	SM_TT_1	SM_TT_2	SM_TT_3	SM_TT_4	SM_TT_5	SM_TT_6	SM_TT_7	SM_TT_8	TRAIN_AV_0	TRAIN_AV_1	TRAIN_AV_2	TRAIN_AV_3	TRAIN_AV_4	TRAIN_AV_5	TRAIN_AV_6	TRAIN_AV_7	TRAIN_AV_8	TRAIN_CO_0	TRAIN_CO_1	TRAIN_CO_2	TRAIN_CO_3	TRAIN_CO_4	TRAIN_CO_5	TRAIN_CO_6	TRAIN_CO_7	TRAIN_CO_8	TRAIN_HE_0	TRAIN_HE_1	TRAIN_HE_2	TRAIN_HE_3	TRAIN_HE_4	TRAIN_HE_5	TRAIN_HE_6	TRAIN_HE_7	TRAIN_HE_8	TRAIN_TT_0	TRAIN_TT_1	TRAIN_TT_2	TRAIN_TT_3	TRAIN_TT_4	TRAIN_TT_5	TRAIN_TT_6	TRAIN_TT_7	TRAIN_TT_8	INCOME	FIRST	PURPOSE	DEST	TICKET	LUGGAGE	MALE	SP	SURVEY	GROUP	ORIGIN	QuestionID	GA	WHO	AGE	index
341	342	1	1	1	1	1	1	1	1	1	85	68	68	110	110	68	85	110	110	140	112	182	182	112	140	182	140	140	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	112	97	90	97	97	118	97	137	105	30	20	30	10	30	10	20	20	20	1	1	0	0	0	1	1	1	0	82	96	88	96	96	88	96	96	82	1	1	1	1	1	1	1	1	1	106	79	79	79	88	106	88	106	88	120	120	120	60	120	60	60	30	120	237	237	183	201	201	183	183	201	183	3	1	3	2	1	0	0	1	0	2	17	1	0	1	3	3070
342	343	1	1	1	1	1	1	1	1	1	40	32	32	52	52	40	32	52	52	70	91	56	91	56	91	70	70	70	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	68	54	56	56	58	58	71	60	81	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	50	53	57	57	57	57	53	50	57	1	1	1	1	1	1	1	1	1	64	48	48	48	53	53	64	53	64	120	120	120	60	120	60	60	120	30	125	100	125	108	108	100	100	100	108	3	1	3	2	1	0	1	1	0	2	22	1	0	1	5	3079
343	344	1	1	1	1	1	1	1	1	1	35	28	28	45	45	35	28	45	45	60	78	48	78	48	78	60	60	60	2	2	3	2	3	3	3	2	3	1	1	1	1	1	1	1	1	1	65	48	53	53	54	54	68	56	76	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	95	98	102	102	102	102	98	95	102	1	1	1	1	1	1	1	1	1	55	41	41	41	46	46	55	46	55	120	120	120	60	120	60	60	120	30	175	139	175	151	151	139	139	139	151	2	1	3	17	1	1	1	1	0	2	1	1	0	1	2	3088
344	345	1	1	1	1	1	1	1	1	1	100	80	80	130	130	100	80	130	130	100	130	80	130	80	130	100	100	100	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	84	71	74	74	76	76	90	81	105	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	81	84	88	88	88	88	84	81	88	1	1	1	1	1	1	1	1	1	82	61	61	61	68	68	82	68	82	120	120	120	60	120	60	60	120	30	164	126	164	139	139	126	126	126	139	3	1	3	2	1	1	1	1	0	2	1	1	0	1	2	3097
345	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	71	54	56	56	60	60	71	60	78	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	86	88	90	90	90	90	88	86	90	1	1	1	1	1	1	1	1	1	65	49	49	49	54	54	65	54	65	120	120	120	60	120	60	60	120	30	116	91	116	99	99	91	91	91	99	4	1	3	10	1	1	1	1	0	2	25	1	0	1	2	3106
346	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	81	68	71	71	71	71	84	76	97	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	51	54	58	58	58	58	54	51	58	1	1	1	1	1	1	1	1	1	72	54	54	54	60	60	72	60	72	120	120	120	60	120	60	60	120	30	123	102	123	109	109	102	102	102	109	2	1	3	2	1	1	1	1	0	2	1	1	0	1	3	3115
347	348	1	1	1	1	1	1	1	1	1	80	64	64	104	104	64	80	104	104	150	120	195	195	120	150	195	150	150	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	92	78	76	78	81	94	81	109	84	30	20	30	10	30	10	20	20	20	1	1	0	0	0	1	1	1	0	107	114	110	114	114	110	114	114	107	1	1	1	1	1	1	1	1	1	89	67	67	67	74	89	74	89	74	120	120	120	60	120	60	60	30	120	192	192	151	165	165	151	151	165	151	2	1	3	10	1	1	1	1	0	2	1	1	0	1	3	3124
348	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	112	133	122	122	118	105	127	137	133	10	10	20	30	30	10	20	30	30	0	1	0	1	1	1	0	0	0	138	130	124	124	124	130	124	130	130	1	1	1	1	1	1	1	1	1	99	99	89	89	99	89	119	119	99	30	120	30	60	30	30	60	30	60	283	283	283	215	238	238	238	283	238	2	1	3	22	1	1	0	1	0	2	9	1	0	1	4	3133
349	350	1	1	1	1	1	1	1	1	1	95	76	76	123	123	95	76	123	123	180	234	144	234	144	234	180	180	180	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	112	90	97	97	97	97	118	105	140	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	50	56	64	64	64	64	56	50	64	1	1	1	1	1	1	1	1	1	106	79	79	79	88	88	106	88	106	120	120	120	60	120	60	60	120	30	193	150	193	164	164	150	150	150	164	4	1	3	1	1	1	0	1	0	2	22	1	0	1	4	3142
350	351	1	1	1	1	1	1	1	1	1	100	80	130	80	130	80	100	100	100	234	144	234	234	180	180	144	180	144	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	92	97	109	81	88	109	81	88	20	20	10	30	20	10	10	30	10	0	0	0	0	0	0	0	0	0	44	44	41	48	44	41	48	48	41	1	1	1	1	1	1	1	1	1	97	81	97	97	73	73	97	73	81	120	30	30	60	60	120	120	30	60	97	90	90	111	111	97	90	90	111	4	1	3	2	1	1	0	1	0	2	17	1	0	1	5	3151
351	352	1	1	1	1	1	1	1	1	1	65	84	52	52	84	52	65	65	65	143	143	143	88	110	110	88	110	88	2	1	1	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	90	84	105	90	71	84	105	74	78	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	77	72	83	77	77	72	83	83	72	1	1	1	1	1	1	1	1	1	82	82	82	68	61	61	82	61	68	120	30	60	30	60	120	120	30	60	153	142	174	142	174	153	142	142	174	2	1	3	2	1	1	0	1	0	2	25	1	0	1	2	3160
352	353	1	1	1	1	1	1	1	1	1	95	123	76	76	123	76	95	95	95	221	221	221	136	170	170	136	170	136	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	146	140	165	146	112	133	165	118	127	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	99	93	107	99	99	93	107	107	93	1	1	1	1	1	1	1	1	1	131	131	131	109	98	98	131	98	109	120	30	60	30	60	120	120	30	60	207	187	246	187	246	207	187	187	246	4	1	3	1	1	1	0	1	0	2	23	1	0	1	3	3169
353	354	1	1	1	1	1	1	1	1	1	132	214	165	214	132	165	132	214	165	180	234	234	144	234	144	144	144	180	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	133	161	146	146	137	118	150	161	161	10	10	20	30	30	10	20	30	30	0	1	0	1	1	1	0	0	0	135	125	117	117	117	125	117	125	125	1	1	1	1	1	1	1	1	1	118	118	106	106	118	106	142	142	118	30	120	30	60	30	30	60	30	60	300	300	300	231	254	254	254	300	254	4	1	3	25	1	1	1	1	0	2	20	1	0	1	3	3178
354	355	1	1	1	1	1	1	1	1	1	90	72	72	117	117	90	72	117	117	150	120	195	195	120	195	150	150	150	2	2	2	2	2	2	3	2	2	1	1	1	1	1	1	1	1	1	99	84	84	84	88	88	105	118	92	30	20	30	10	30	20	10	20	20	1	1	0	0	0	1	1	1	0	80	91	85	91	91	91	85	91	80	1	1	1	1	1	1	1	1	1	97	73	73	73	81	81	97	97	81	120	120	120	60	120	60	60	30	120	190	190	146	161	161	146	146	161	146	3	1	3	25	1	1	1	1	0	2	2	1	0	1	5	3187
355	356	1	1	1	1	1	1	1	1	1	44	55	71	71	44	44	55	55	71	90	117	117	72	117	72	72	90	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	74	81	88	81	76	84	68	88	84	10	20	10	30	30	20	10	30	30	0	0	1	1	1	0	1	0	0	65	58	61	58	58	58	61	61	61	1	1	1	1	1	1	1	1	1	65	58	65	58	65	78	58	65	78	30	30	120	60	30	60	30	60	30	135	135	135	106	116	116	116	116	135	4	1	3	2	1	1	1	1	0	2	1	1	0	1	5	3196
356	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	140	168	155	155	146	127	161	168	168	10	10	20	30	30	10	20	30	30	0	1	0	1	1	1	0	0	0	143	133	125	125	125	133	125	133	133	1	1	1	1	1	1	1	1	1	127	127	114	114	127	114	152	152	127	30	120	30	60	30	30	60	30	60	313	313	313	236	262	262	262	313	262	1	1	3	25	1	3	0	1	0	2	18	1	0	1	1	3205
357	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	34	32	41	35	25	32	41	26	29	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	34	31	38	34	34	31	38	38	31	1	1	1	1	1	1	1	1	1	26	26	26	22	20	20	26	20	22	120	30	60	30	60	120	120	30	60	87	80	101	80	101	87	80	80	101	1	1	3	1	2	1	0	1	0	2	17	1	0	1	2	3214
358	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	89	106	116	106	97	82	106	111	116	10	20	10	30	30	10	20	30	30	0	0	1	1	1	1	0	0	0	48	41	44	41	41	44	41	44	44	1	1	1	1	1	1	1	1	1	74	67	74	67	74	67	89	89	74	30	30	120	60	30	30	60	30	60	111	111	111	90	97	97	97	111	97	2	1	3	1	3	0	0	1	0	2	17	1	0	1	2	3223
359	360	1	1	1	1	1	1	1	1	1	76	123	95	123	76	95	76	123	95	120	156	156	96	156	96	96	96	120	1	1	1	3	1	3	3	3	1	1	1	1	1	1	1	1	1	1	194	245	225	225	210	181	225	237	245	10	10	20	30	30	10	20	30	30	0	1	0	1	1	1	0	0	0	79	71	65	65	65	71	65	71	71	1	1	1	1	1	1	1	1	1	176	176	158	158	176	158	211	211	176	30	120	30	60	30	30	60	30	60	208	208	208	165	179	179	179	208	179	2	1	3	1	3	1	0	1	0	2	22	1	0	1	3	3232
360	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	169	142	147	147	153	153	176	155	210	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	95	98	102	102	102	102	98	95	102	1	1	1	1	1	1	1	1	1	163	122	122	122	136	136	163	136	163	120	120	120	60	120	60	60	120	30	175	142	175	153	153	142	142	142	153	3	1	3	2	3	1	1	1	0	2	1	1	0	1	3	3241
361	362	1	1	1	1	1	1	1	1	1	85	110	68	68	110	68	85	85	85	182	182	182	112	140	140	112	140	112	2	2	1	1	2	1	3	3	3	1	1	1	1	1	1	1	1	1	237	225	281	245	184	225	281	194	210	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	76	70	84	76	76	70	84	84	70	1	1	1	1	1	1	1	1	1	211	211	211	176	158	158	211	158	176	120	30	60	30	60	120	120	30	60	189	174	220	174	220	189	174	174	220	3	1	3	17	3	1	1	1	0	2	2	1	0	1	3	3250
362	363	1	1	1	1	1	1	1	1	1	45	58	36	36	58	36	45	45	45	91	91	91	56	70	70	56	70	56	2	2	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	130	116	147	130	89	116	147	97	108	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	39	36	43	39	39	36	43	43	36	1	1	1	1	1	1	1	1	1	102	102	102	85	76	76	102	76	85	120	30	60	30	60	120	120	30	60	94	87	108	87	108	94	87	87	108	4	1	3	2	3	1	0	1	0	2	22	1	0	1	4	3259
363	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	169	142	147	147	153	153	181	155	210	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	34	39	45	45	45	45	39	34	45	1	1	1	1	1	1	1	1	1	163	122	122	122	136	136	163	136	163	120	120	120	60	120	60	60	120	30	136	104	136	115	115	104	104	104	115	4	1	3	25	3	3	0	1	0	2	2	1	0	1	2	3268
364	365	1	1	1	1	1	1	1	1	1	200	160	160	260	260	200	160	260	260	110	143	88	143	88	143	110	110	110	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	189	155	162	162	167	167	194	169	218	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	91	94	98	98	98	98	94	91	98	1	1	1	1	1	1	1	1	1	184	138	138	138	153	153	184	153	184	120	120	120	60	120	60	60	120	30	159	123	159	135	135	123	123	123	135	3	1	3	1	3	3	1	1	0	2	10	1	0	1	4	3277
365	366	1	1	1	1	1	1	1	1	1	40	32	52	32	52	40	32	40	40	91	91	91	56	70	56	70	56	70	3	3	1	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	136	147	130	130	99	147	119	116	106	20	30	10	20	20	10	10	10	30	0	0	0	0	0	0	0	0	0	61	63	59	61	61	63	59	59	63	1	1	1	1	1	1	1	1	1	119	119	119	99	89	119	89	99	89	120	60	30	30	60	120	120	60	30	85	100	77	77	100	77	85	100	77	1	1	3	25	3	3	1	1	0	2	23	1	0	1	4	3286
366	367	1	1	1	1	1	1	1	1	1	80	64	64	104	104	64	80	104	104	140	112	182	182	112	140	182	140	140	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	100	108	100	108	100	108	100	133	108	30	20	30	10	30	10	20	20	20	1	1	0	0	0	1	1	1	0	54	68	60	68	68	60	68	68	54	1	1	1	1	1	1	1	1	1	100	75	75	75	83	100	83	100	83	120	120	120	60	120	60	60	30	120	204	204	158	173	173	158	158	173	158	3	1	3	2	5	1	0	1	0	2	17	1	0	1	4	3295
367	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	100	133	133	133	108	100	100	108	133	10	10	20	30	30	10	20	30	30	0	1	0	1	1	1	0	0	0	130	122	116	116	116	122	116	122	122	1	1	1	1	1	1	1	1	1	83	83	75	75	83	75	100	100	83	30	120	30	60	30	30	60	30	60	268	268	268	211	230	230	230	268	230	4	1	3	1	5	1	0	1	0	2	22	1	0	1	5	3304
368	369	1	1	1	1	1	1	1	1	1	145	188	116	116	188	116	145	145	145	260	260	260	160	200	200	160	200	160	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	108	100	133	133	100	133	133	108	108	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	53	47	61	53	53	47	61	61	47	1	1	1	1	1	1	1	1	1	100	100	100	83	75	75	100	75	83	120	30	60	30	60	120	120	30	60	161	146	192	146	192	161	146	146	192	2	1	3	1	5	1	1	1	0	2	22	1	0	1	5	3313
369	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5460	5040	6720	6720	5040	6720	6720	5460	5460	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	131	128	135	131	131	128	135	135	128	1	1	1	1	1	1	1	1	1	5040	5040	5040	4200	3780	3780	5040	3780	4200	120	30	60	30	60	120	120	30	60	186	169	220	169	220	186	169	169	220	1	1	3	18	6	0	1	1	0	2	2	1	1	1	5	3322
370	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	5040	5040	5460	5460	5040	5040	5460	5460	6720	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	56	59	63	63	63	63	59	56	63	1	1	1	1	1	1	1	1	1	5040	3780	3780	3780	4200	4200	5040	4200	5040	120	120	120	60	120	60	60	120	30	128	107	128	114	114	107	107	107	114	3	1	3	1	6	1	1	1	0	2	2	1	1	1	4	3331
371	372	1	1	1	1	1	1	1	1	1	56	91	70	91	56	70	56	91	70	80	104	104	64	104	64	64	64	80	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	5040	6720	6720	6720	5460	5040	5040	5460	6720	10	10	20	30	30	10	20	30	30	0	1	0	1	1	1	0	0	0	67	63	60	60	60	63	60	63	63	1	1	1	1	1	1	1	1	1	4200	4200	3780	3780	4200	3780	5040	5040	4200	30	120	30	60	30	30	60	30	60	130	130	130	103	112	112	112	130	112	3	1	3	1	6	1	1	1	0	2	2	1	1	1	4	3340
372	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5040	5040	5460	5460	5040	5040	5460	5460	6720	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	63	66	70	70	70	70	66	63	70	1	1	1	1	1	1	1	1	1	5040	3780	3780	3780	4200	4200	5040	4200	5040	120	120	120	60	120	60	60	120	30	137	110	137	119	119	110	110	110	119	1	1	3	15	6	1	0	1	0	2	1	1	1	1	5	3349
373	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5460	5040	6720	6720	5040	6720	6720	5460	5460	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	117	114	121	117	117	114	121	121	114	1	1	1	1	1	1	1	1	1	5040	5040	5040	4200	3780	3780	5040	3780	4200	120	30	60	30	60	120	120	30	60	172	165	186	165	186	172	165	165	186	4	1	3	1	6	1	0	1	0	2	19	1	1	1	5	3358
374	375	1	1	1	1	1	1	1	1	1	55	44	44	71	71	55	44	71	71	80	104	64	104	64	104	80	80	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5040	5040	5460	5460	5040	5040	5460	5460	6720	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	33	36	40	40	40	40	36	33	40	1	1	1	1	1	1	1	1	1	5040	3780	3780	3780	4200	4200	5040	4200	5040	120	120	120	60	120	60	60	120	30	106	83	106	91	91	83	83	83	91	4	1	3	22	6	1	0	1	0	2	2	1	1	1	4	3367
375	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	5040	5040	5460	5460	5040	5040	5460	5460	6720	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	89	92	96	96	96	96	92	89	96	1	1	1	1	1	1	1	1	1	5040	3780	3780	3780	4200	4200	5040	4200	5040	120	120	120	60	120	60	60	120	30	171	135	171	147	147	135	135	135	147	4	1	3	2	6	1	0	1	0	2	23	1	1	1	4	3376
376	377	1	1	1	1	1	1	1	1	1	48	78	60	78	48	60	48	78	60	90	117	117	72	117	72	72	72	90	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	5040	6720	6720	6720	5460	5040	5040	5460	6720	10	10	20	30	30	10	20	30	30	0	1	0	1	1	1	0	0	0	86	82	79	79	79	82	79	82	82	1	1	1	1	1	1	1	1	1	4200	4200	3780	3780	4200	3780	5040	5040	4200	30	120	30	60	30	30	60	30	60	159	159	159	126	137	137	137	159	137	3	1	3	19	6	1	1	1	0	2	2	1	1	1	4	3385
377	378	1	1	1	1	1	1	1	1	1	90	72	117	72	117	90	72	90	90	182	182	182	112	140	112	140	112	140	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5460	6720	5040	6720	5040	6720	6720	5460	5460	20	30	10	20	20	10	10	10	30	0	0	0	0	0	0	0	0	0	72	80	66	72	72	80	66	66	80	1	1	1	1	1	1	1	1	1	5040	5040	5040	4200	3780	5040	3780	4200	3780	120	60	30	30	60	120	120	60	30	185	221	167	167	221	167	185	221	167	3	1	3	2	6	1	1	1	0	2	15	1	1	1	4	3394
378	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	5460	5040	6720	6720	5040	6720	6720	5460	5460	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	107	104	111	107	107	104	111	111	104	1	1	1	1	1	1	1	1	1	5040	5040	5040	4200	3780	3780	5040	3780	4200	120	30	60	30	60	120	120	30	60	157	142	186	142	186	157	142	142	186	3	1	3	17	6	1	1	1	0	2	2	1	1	1	3	3403
379	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	5040	5040	5460	5460	5040	5040	5460	5460	6720	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	53	59	67	67	67	67	59	53	67	1	1	1	1	1	1	1	1	1	5040	3780	3780	3780	4200	4200	5040	4200	5040	120	120	120	60	120	60	60	120	30	203	157	203	172	172	157	157	157	172	1	1	3	2	6	0	0	1	0	2	17	1	1	2	2	3412
380	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	5040	6720	6720	6720	5460	5040	5040	5460	6720	10	10	20	30	30	10	20	30	30	0	1	0	1	1	1	0	0	0	131	127	124	124	124	127	124	127	127	1	1	1	1	1	1	1	1	1	4200	4200	3780	3780	4200	3780	5040	5040	4200	30	120	30	60	30	30	60	30	60	209	209	209	161	177	177	177	209	177	1	1	3	20	6	3	1	1	0	2	2	1	1	2	2	3421
381	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	5460	5040	6720	6720	5040	6720	6720	5460	5460	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	76	70	84	76	76	70	84	84	70	1	1	1	1	1	1	1	1	1	5040	5040	5040	4200	3780	3780	5040	3780	4200	120	30	60	30	60	120	120	30	60	189	174	220	174	220	189	174	174	220	3	1	3	17	6	1	1	1	0	2	2	1	1	3	5	3430
382	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3480	3770	3480	3770	3480	3480	3770	3770	4640	30	10	30	20	30	20	10	20	20	1	0	0	1	0	1	1	0	1	34	41	37	41	41	41	37	34	41	1	1	1	1	1	1	1	1	1	3480	2610	2610	2610	2900	2900	3480	2900	3480	120	60	120	120	120	60	60	120	30	106	92	85	106	92	85	85	85	92	1	1	3	2	7	1	0	1	0	2	1	1	1	1	5	3439
383	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3480	3480	3770	3770	3480	3480	3770	3770	4640	30	30	20	10	30	20	10	20	20	1	0	1	0	0	1	1	0	1	104	107	111	111	111	111	107	104	111	1	1	1	1	1	1	1	1	1	3480	2610	2610	2610	2900	2900	3480	2900	3480	120	120	120	60	120	60	60	120	30	189	148	189	162	162	148	148	148	162	1	1	3	17	7	1	0	1	0	2	2	1	1	1	5	3448
384	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3770	3480	4640	4640	3480	4640	4640	3770	3770	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	76	70	84	76	76	70	84	84	70	1	1	1	1	1	1	1	1	1	3480	3480	3480	2900	2610	2610	3480	2610	2900	120	30	60	30	60	120	120	30	60	189	174	220	174	220	189	174	174	220	1	1	3	2	7	1	0	1	0	2	15	1	1	1	5	3457
385	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3770	3480	4640	4640	3480	4640	4640	3770	3770	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	59	53	67	59	59	53	67	67	53	1	1	1	1	1	1	1	1	1	3480	3480	3480	2900	2610	2610	3480	2610	2900	120	30	60	30	60	120	120	30	60	172	157	203	157	203	172	157	157	203	1	1	3	2	7	1	0	1	0	2	17	1	1	1	5	3466
386	387	1	1	1	1	1	1	1	1	1	36	45	58	58	36	36	45	45	58	80	104	104	64	104	64	64	80	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3480	4640	4640	4640	3770	3480	3480	4640	3770	10	20	10	30	30	20	10	30	30	0	0	1	1	1	0	1	0	0	70	66	68	66	66	66	68	68	68	1	1	1	1	1	1	1	1	1	2900	2610	2900	2610	2900	3480	2610	2900	3480	30	30	120	60	30	60	30	60	30	108	108	108	84	92	92	92	92	108	1	1	3	23	7	1	0	1	0	2	25	1	1	1	5	3475
